id,ip,layer,mac,dpid
9_7_6,10.9.7.6,3,00:00:00:09:07:06,0000000000090706
9_7_5,10.9.7.5,3,00:00:00:09:07:05,0000000000090705
9_7_4,10.9.7.4,3,00:00:00:09:07:04,0000000000090704
2_7_8,10.2.7.8,3,00:00:00:02:07:08,0000000000020708
2_7_9,10.2.7.9,3,00:00:00:02:07:09,0000000000020709
9_1_9,10.9.1.9,3,00:00:00:09:01:09,0000000000090109
9_1_8,10.9.1.8,3,00:00:00:09:01:08,0000000000090108
12_4_6,10.12.4.6,3,00:00:00:0c:04:06,00000000000c0406
9_1_5,10.9.1.5,3,00:00:00:09:01:05,0000000000090105
9_1_4,10.9.1.4,3,00:00:00:09:01:04,0000000000090104
9_1_7,10.9.1.7,3,00:00:00:09:01:07,0000000000090107
9_1_6,10.9.1.6,3,00:00:00:09:01:06,0000000000090106
9_1_3,10.9.1.3,3,00:00:00:09:01:03,0000000000090103
9_1_2,10.9.1.2,3,00:00:00:09:01:02,0000000000090102
7_4_6,10.7.4.6,3,00:00:00:07:04:06,0000000000070406
7_4_7,10.7.4.7,3,00:00:00:07:04:07,0000000000070407
8_1_4,10.8.1.4,3,00:00:00:08:01:04,0000000000080104
15_6_3,10.15.6.3,3,00:00:00:0f:06:03,00000000000f0603
15_6_6,10.15.6.6,3,00:00:00:0f:06:06,00000000000f0606
15_6_7,10.15.6.7,3,00:00:00:0f:06:07,00000000000f0607
15_6_4,10.15.6.4,3,00:00:00:0f:06:04,00000000000f0604
15_6_5,10.15.6.5,3,00:00:00:0f:06:05,00000000000f0605
15_6_8,10.15.6.8,3,00:00:00:0f:06:08,00000000000f0608
15_6_9,10.15.6.9,3,00:00:00:0f:06:09,00000000000f0609
13_6_8,10.13.6.8,3,00:00:00:0d:06:08,00000000000d0608
13_5_3,10.13.5.3,3,00:00:00:0d:05:03,00000000000d0503
13_5_2,10.13.5.2,3,00:00:00:0d:05:02,00000000000d0502
15_4_6,10.15.4.6,3,00:00:00:0f:04:06,00000000000f0406
15_4_7,10.15.4.7,3,00:00:00:0f:04:07,00000000000f0407
13_5_7,10.13.5.7,3,00:00:00:0d:05:07,00000000000d0507
13_5_6,10.13.5.6,3,00:00:00:0d:05:06,00000000000d0506
13_5_5,10.13.5.5,3,00:00:00:0d:05:05,00000000000d0505
13_5_4,10.13.5.4,3,00:00:00:0d:05:04,00000000000d0504
13_5_9,10.13.5.9,3,00:00:00:0d:05:09,00000000000d0509
13_5_8,10.13.5.8,3,00:00:00:0d:05:08,00000000000d0508
15_4_8,10.15.4.8,3,00:00:00:0f:04:08,00000000000f0408
15_4_9,10.15.4.9,3,00:00:00:0f:04:09,00000000000f0409
8_1_5,10.8.1.5,3,00:00:00:08:01:05,0000000000080105
14_3_4,10.14.3.4,3,00:00:00:0e:03:04,00000000000e0304
13_7_5,10.13.7.5,3,00:00:00:0d:07:05,00000000000d0705
13_7_4,10.13.7.4,3,00:00:00:0d:07:04,00000000000d0704
1_3_9,10.1.3.9,3,00:00:00:01:03:09,0000000000010309
1_3_8,10.1.3.8,3,00:00:00:01:03:08,0000000000010308
15_2_2,10.15.2.2,3,00:00:00:0f:02:02,00000000000f0202
15_2_3,10.15.2.3,3,00:00:00:0f:02:03,00000000000f0203
13_7_3,10.13.7.3,3,00:00:00:0d:07:03,00000000000d0703
13_7_2,10.13.7.2,3,00:00:00:0d:07:02,00000000000d0702
1_3_3,10.1.3.3,3,00:00:00:01:03:03,0000000000010303
1_3_2,10.1.3.2,3,00:00:00:01:03:02,0000000000010302
1_3_7,10.1.3.7,3,00:00:00:01:03:07,0000000000010307
1_3_6,10.1.3.6,3,00:00:00:01:03:06,0000000000010306
1_3_5,10.1.3.5,3,00:00:00:01:03:05,0000000000010305
1_3_4,10.1.3.4,3,00:00:00:01:03:04,0000000000010304
8_7_5,10.8.7.5,3,00:00:00:08:07:05,0000000000080705
8_7_2,10.8.7.2,3,00:00:00:08:07:02,0000000000080702
8_7_3,10.8.7.3,3,00:00:00:08:07:03,0000000000080703
7_4_8,10.7.4.8,3,00:00:00:07:04:08,0000000000070408
8_6_9,10.8.6.9,3,00:00:00:08:06:09,0000000000080609
7_4_9,10.7.4.9,3,00:00:00:07:04:09,0000000000070409
14_7_8,10.14.7.8,3,00:00:00:0e:07:08,00000000000e0708
14_7_9,10.14.7.9,3,00:00:00:0e:07:09,00000000000e0709
8_6_8,10.8.6.8,3,00:00:00:08:06:08,0000000000080608
14_7_2,10.14.7.2,3,00:00:00:0e:07:02,00000000000e0702
14_7_3,10.14.7.3,3,00:00:00:0e:07:03,00000000000e0703
14_7_6,10.14.7.6,3,00:00:00:0e:07:06,00000000000e0706
14_7_7,10.14.7.7,3,00:00:00:0e:07:07,00000000000e0707
14_7_4,10.14.7.4,3,00:00:00:0e:07:04,00000000000e0704
14_7_5,10.14.7.5,3,00:00:00:0e:07:05,00000000000e0705
13_1_7,10.13.1.7,3,00:00:00:0d:01:07,00000000000d0107
13_1_6,10.13.1.6,3,00:00:00:0d:01:06,00000000000d0106
13_1_5,10.13.1.5,3,00:00:00:0d:01:05,00000000000d0105
13_1_4,10.13.1.4,3,00:00:00:0d:01:04,00000000000d0104
6_3_8,10.6.3.8,3,00:00:00:06:03:08,0000000000060308
6_3_9,10.6.3.9,3,00:00:00:06:03:09,0000000000060309
6_3_4,10.6.3.4,3,00:00:00:06:03:04,0000000000060304
6_3_5,10.6.3.5,3,00:00:00:06:03:05,0000000000060305
6_3_6,10.6.3.6,3,00:00:00:06:03:06,0000000000060306
6_3_7,10.6.3.7,3,00:00:00:06:03:07,0000000000060307
6_3_2,10.6.3.2,3,00:00:00:06:03:02,0000000000060302
6_3_3,10.6.3.3,3,00:00:00:06:03:03,0000000000060303
6_1_2,10.6.1.2,3,00:00:00:06:01:02,0000000000060102
6_1_3,10.6.1.3,3,00:00:00:06:01:03,0000000000060103
6_1_6,10.6.1.6,3,00:00:00:06:01:06,0000000000060106
6_1_7,10.6.1.7,3,00:00:00:06:01:07,0000000000060107
6_1_4,10.6.1.4,3,00:00:00:06:01:04,0000000000060104
6_1_5,10.6.1.5,3,00:00:00:06:01:05,0000000000060105
6_1_8,10.6.1.8,3,00:00:00:06:01:08,0000000000060108
6_1_9,10.6.1.9,3,00:00:00:06:01:09,0000000000060109
9_5_5,10.9.5.5,3,00:00:00:09:05:05,0000000000090505
8_1_6,10.8.1.6,3,00:00:00:08:01:06,0000000000080106
9_5_7,10.9.5.7,3,00:00:00:09:05:07,0000000000090507
9_5_6,10.9.5.6,3,00:00:00:09:05:06,0000000000090506
13_3_9,10.13.3.9,3,00:00:00:0d:03:09,00000000000d0309
11_5_7,10.11.5.7,3,00:00:00:0b:05:07,00000000000b0507
8_1_7,10.8.1.7,3,00:00:00:08:01:07,0000000000080107
12_1_4,10.12.1.4,3,00:00:00:0c:01:04,00000000000c0104
7_2_8,10.7.2.8,3,00:00:00:07:02:08,0000000000070208
13_3_3,10.13.3.3,3,00:00:00:0d:03:03,00000000000d0303
13_3_2,10.13.3.2,3,00:00:00:0d:03:02,00000000000d0302
13_3_5,10.13.3.5,3,00:00:00:0d:03:05,00000000000d0305
13_3_4,10.13.3.4,3,00:00:00:0d:03:04,00000000000d0304
13_3_7,10.13.3.7,3,00:00:00:0d:03:07,00000000000d0307
7_2_9,10.7.2.9,3,00:00:00:07:02:09,0000000000070209
15_3_2,10.15.3.2,3,00:00:00:0f:03:02,00000000000f0302
10_2_8,10.10.2.8,3,00:00:00:0a:02:08,00000000000a0208
11_5_6,10.11.5.6,3,00:00:00:0b:05:06,00000000000b0506
15_3_8,10.15.3.8,3,00:00:00:0f:03:08,00000000000f0308
11_2_8,10.11.2.8,3,00:00:00:0b:02:08,00000000000b0208
11_2_9,10.11.2.9,3,00:00:00:0b:02:09,00000000000b0209
14_5_8,10.14.5.8,3,00:00:00:0e:05:08,00000000000e0508
14_5_9,10.14.5.9,3,00:00:00:0e:05:09,00000000000e0509
11_2_2,10.11.2.2,3,00:00:00:0b:02:02,00000000000b0202
11_2_3,10.11.2.3,3,00:00:00:0b:02:03,00000000000b0203
14_5_6,10.14.5.6,3,00:00:00:0e:05:06,00000000000e0506
14_5_7,10.14.5.7,3,00:00:00:0e:05:07,00000000000e0507
11_2_6,10.11.2.6,3,00:00:00:0b:02:06,00000000000b0206
11_2_7,10.11.2.7,3,00:00:00:0b:02:07,00000000000b0207
11_2_4,10.11.2.4,3,00:00:00:0b:02:04,00000000000b0204
11_2_5,10.11.2.5,3,00:00:00:0b:02:05,00000000000b0205
10_3_4,10.10.3.4,3,00:00:00:0a:03:04,00000000000a0304
11_0_8,10.11.0.8,3,00:00:00:0b:00:08,00000000000b0008
11_0_9,10.11.0.9,3,00:00:00:0b:00:09,00000000000b0009
14_3_8,10.14.3.8,3,00:00:00:0e:03:08,00000000000e0308
14_3_9,10.14.3.9,3,00:00:00:0e:03:09,00000000000e0309
11_0_4,10.11.0.4,3,00:00:00:0b:00:04,00000000000b0004
11_0_5,10.11.0.5,3,00:00:00:0b:00:05,00000000000b0005
11_0_6,10.11.0.6,3,00:00:00:0b:00:06,00000000000b0006
11_0_7,10.11.0.7,3,00:00:00:0b:00:07,00000000000b0007
14_3_2,10.14.3.2,3,00:00:00:0e:03:02,00000000000e0302
14_3_3,10.14.3.3,3,00:00:00:0e:03:03,00000000000e0303
11_0_2,10.11.0.2,3,00:00:00:0b:00:02,00000000000b0002
11_0_3,10.11.0.3,3,00:00:00:0b:00:03,00000000000b0003
6_7_8,10.6.7.8,3,00:00:00:06:07:08,0000000000060708
6_7_9,10.6.7.9,3,00:00:00:06:07:09,0000000000060709
11_1_8,10.11.1.8,3,00:00:00:0b:01:08,00000000000b0108
14_1_3,10.14.1.3,3,00:00:00:0e:01:03,00000000000e0103
14_1_4,10.14.1.4,3,00:00:00:0e:01:04,00000000000e0104
9_7_9,10.9.7.9,3,00:00:00:09:07:09,0000000000090709
11_6_8,10.11.6.8,3,00:00:00:0b:06:08,00000000000b0608
11_6_9,10.11.6.9,3,00:00:00:0b:06:09,00000000000b0609
11_6_6,10.11.6.6,3,00:00:00:0b:06:06,00000000000b0606
11_6_7,10.11.6.7,3,00:00:00:0b:06:07,00000000000b0607
6_7_2,10.6.7.2,3,00:00:00:06:07:02,0000000000060702
6_7_3,10.6.7.3,3,00:00:00:06:07:03,0000000000060703
6_7_4,10.6.7.4,3,00:00:00:06:07:04,0000000000060704
6_7_5,10.6.7.5,3,00:00:00:06:07:05,0000000000060705
6_7_6,10.6.7.6,3,00:00:00:06:07:06,0000000000060706
6_7_7,10.6.7.7,3,00:00:00:06:07:07,0000000000060707
11_4_2,10.11.4.2,3,00:00:00:0b:04:02,00000000000b0402
11_4_3,10.11.4.3,3,00:00:00:0b:04:03,00000000000b0403
11_4_4,10.11.4.4,3,00:00:00:0b:04:04,00000000000b0404
11_4_5,10.11.4.5,3,00:00:00:0b:04:05,00000000000b0405
6_5_8,10.6.5.8,3,00:00:00:06:05:08,0000000000060508
6_5_9,10.6.5.9,3,00:00:00:06:05:09,0000000000060509
6_5_6,10.6.5.6,3,00:00:00:06:05:06,0000000000060506
6_5_7,10.6.5.7,3,00:00:00:06:05:07,0000000000060507
6_5_4,10.6.5.4,3,00:00:00:06:05:04,0000000000060504
6_5_5,10.6.5.5,3,00:00:00:06:05:05,0000000000060505
6_5_2,10.6.5.2,3,00:00:00:06:05:02,0000000000060502
6_5_3,10.6.5.3,3,00:00:00:06:05:03,0000000000060503
15_3_7,10.15.3.7,3,00:00:00:0f:03:07,00000000000f0307
12_1_6,10.12.1.6,3,00:00:00:0c:01:06,00000000000c0106
12_1_7,10.12.1.7,3,00:00:00:0c:01:07,00000000000c0107
9_2_8,10.9.2.8,3,00:00:00:09:02:08,0000000000090208
9_2_9,10.9.2.9,3,00:00:00:09:02:09,0000000000090209
12_1_2,10.12.1.2,3,00:00:00:0c:01:02,00000000000c0102
12_1_3,10.12.1.3,3,00:00:00:0c:01:03,00000000000c0103
9_2_2,10.9.2.2,3,00:00:00:09:02:02,0000000000090202
9_2_3,10.9.2.3,3,00:00:00:09:02:03,0000000000090203
12_2_6,10.12.2.6,3,00:00:00:0c:02:06,00000000000c0206
9_2_6,10.9.2.6,3,00:00:00:09:02:06,0000000000090206
9_2_7,10.9.2.7,3,00:00:00:09:02:07,0000000000090207
9_2_4,10.9.2.4,3,00:00:00:09:02:04,0000000000090204
9_2_5,10.9.2.5,3,00:00:00:09:02:05,0000000000090205
12_3_8,10.12.3.8,3,00:00:00:0c:03:08,00000000000c0308
12_3_9,10.12.3.9,3,00:00:00:0c:03:09,00000000000c0309
15_4_4,10.15.4.4,3,00:00:00:0f:04:04,00000000000f0404
12_3_2,10.12.3.2,3,00:00:00:0c:03:02,00000000000c0302
12_3_3,10.12.3.3,3,00:00:00:0c:03:03,00000000000c0303
12_3_4,10.12.3.4,3,00:00:00:0c:03:04,00000000000c0304
12_3_5,10.12.3.5,3,00:00:00:0c:03:05,00000000000c0305
12_3_6,10.12.3.6,3,00:00:00:0c:03:06,00000000000c0306
12_3_7,10.12.3.7,3,00:00:00:0c:03:07,00000000000c0307
12_2_2,10.12.2.2,3,00:00:00:0c:02:02,00000000000c0202
10_1_4,10.10.1.4,3,00:00:00:0a:01:04,00000000000a0104
10_1_5,10.10.1.5,3,00:00:00:0a:01:05,00000000000a0105
10_1_6,10.10.1.6,3,00:00:00:0a:01:06,00000000000a0106
10_1_7,10.10.1.7,3,00:00:00:0a:01:07,00000000000a0107
4_4_9,10.4.4.9,3,00:00:00:04:04:09,0000000000040409
4_4_8,10.4.4.8,3,00:00:00:04:04:08,0000000000040408
10_1_2,10.10.1.2,3,00:00:00:0a:01:02,00000000000a0102
10_1_3,10.10.1.3,3,00:00:00:0a:01:03,00000000000a0103
4_4_5,10.4.4.5,3,00:00:00:04:04:05,0000000000040405
4_4_4,10.4.4.4,3,00:00:00:04:04:04,0000000000040404
4_4_7,10.4.4.7,3,00:00:00:04:04:07,0000000000040407
4_4_6,10.4.4.6,3,00:00:00:04:04:06,0000000000040406
10_1_8,10.10.1.8,3,00:00:00:0a:01:08,00000000000a0108
10_1_9,10.10.1.9,3,00:00:00:0a:01:09,00000000000a0109
4_4_3,10.4.4.3,3,00:00:00:04:04:03,0000000000040403
4_4_2,10.4.4.2,3,00:00:00:04:04:02,0000000000040402
4_6_3,10.4.6.3,3,00:00:00:04:06:03,0000000000040603
4_6_2,10.4.6.2,3,00:00:00:04:06:02,0000000000040602
10_7_4,10.10.7.4,3,00:00:00:0a:07:04,00000000000a0704
10_7_5,10.10.7.5,3,00:00:00:0a:07:05,00000000000a0705
4_6_7,10.4.6.7,3,00:00:00:04:06:07,0000000000040607
4_6_6,10.4.6.6,3,00:00:00:04:06:06,0000000000040606
4_6_5,10.4.6.5,3,00:00:00:04:06:05,0000000000040605
4_6_4,10.4.6.4,3,00:00:00:04:06:04,0000000000040604
4_6_9,10.4.6.9,3,00:00:00:04:06:09,0000000000040609
4_6_8,10.4.6.8,3,00:00:00:04:06:08,0000000000040608
10_7_8,10.10.7.8,3,00:00:00:0a:07:08,00000000000a0708
10_7_9,10.10.7.9,3,00:00:00:0a:07:09,00000000000a0709
9_0_4,10.9.0.4,3,00:00:00:09:00:04,0000000000090004
9_0_5,10.9.0.5,3,00:00:00:09:00:05,0000000000090005
8_0_6,10.8.0.6,3,00:00:00:08:00:06,0000000000080006
9_0_7,10.9.0.7,3,00:00:00:09:00:07,0000000000090007
12_5_6,10.12.5.6,3,00:00:00:0c:05:06,00000000000c0506
5_2_8,10.5.2.8,3,00:00:00:05:02:08,0000000000050208
9_0_2,10.9.0.2,3,00:00:00:09:00:02,0000000000090002
9_0_3,10.9.0.3,3,00:00:00:09:00:03,0000000000090003
10_3_5,10.10.3.5,3,00:00:00:0a:03:05,00000000000a0305
12_5_8,10.12.5.8,3,00:00:00:0c:05:08,00000000000c0508
5_2_9,10.5.2.9,3,00:00:00:05:02:09,0000000000050209
9_0_8,10.9.0.8,3,00:00:00:09:00:08,0000000000090008
9_0_9,10.9.0.9,3,00:00:00:09:00:09,0000000000090009
12_7_4,10.12.7.4,3,00:00:00:0c:07:04,00000000000c0704
12_7_5,10.12.7.5,3,00:00:00:0c:07:05,00000000000c0705
12_7_6,10.12.7.6,3,00:00:00:0c:07:06,00000000000c0706
12_7_7,10.12.7.7,3,00:00:00:0c:07:07,00000000000c0707
12_7_2,10.12.7.2,3,00:00:00:0c:07:02,00000000000c0702
12_7_3,10.12.7.3,3,00:00:00:0c:07:03,00000000000c0703
10_7_2,10.10.7.2,3,00:00:00:0a:07:02,00000000000a0702
12_7_8,10.12.7.8,3,00:00:00:0c:07:08,00000000000c0708
5_2_4,10.5.2.4,3,00:00:00:05:02:04,0000000000050204
10_7_3,10.10.7.3,3,00:00:00:0a:07:03,00000000000a0703
10_3_8,10.10.3.8,3,00:00:00:0a:03:08,00000000000a0308
5_2_5,10.5.2.5,3,00:00:00:05:02:05,0000000000050205
13_7_6,10.13.7.6,3,00:00:00:0d:07:06,00000000000d0706
15_7_9,10.15.7.9,3,00:00:00:0f:07:09,00000000000f0709
15_7_8,10.15.7.8,3,00:00:00:0f:07:08,00000000000f0708
15_7_3,10.15.7.3,3,00:00:00:0f:07:03,00000000000f0703
15_7_2,10.15.7.2,3,00:00:00:0f:07:02,00000000000f0702
15_7_7,10.15.7.7,3,00:00:00:0f:07:07,00000000000f0707
15_7_6,10.15.7.6,3,00:00:00:0f:07:06,00000000000f0706
15_7_5,10.15.7.5,3,00:00:00:0f:07:05,00000000000f0705
15_7_4,10.15.7.4,3,00:00:00:0f:07:04,00000000000f0704
4_0_9,10.4.0.9,3,00:00:00:04:00:09,0000000000040009
4_0_8,10.4.0.8,3,00:00:00:04:00:08,0000000000040008
15_5_9,10.15.5.9,3,00:00:00:0f:05:09,00000000000f0509
15_5_8,10.15.5.8,3,00:00:00:0f:05:08,00000000000f0508
15_5_5,10.15.5.5,3,00:00:00:0f:05:05,00000000000f0505
9_0_6,10.9.0.6,3,00:00:00:09:00:06,0000000000090006
4_0_3,10.4.0.3,3,00:00:00:04:00:03,0000000000040003
4_0_2,10.4.0.2,3,00:00:00:04:00:02,0000000000040002
4_0_5,10.4.0.5,3,00:00:00:04:00:05,0000000000040005
4_0_4,10.4.0.4,3,00:00:00:04:00:04,0000000000040004
4_0_7,10.4.0.7,3,00:00:00:04:00:07,0000000000040007
4_0_6,10.4.0.6,3,00:00:00:04:00:06,0000000000040006
10_3_2,10.10.3.2,3,00:00:00:0a:03:02,00000000000a0302
10_3_3,10.10.3.3,3,00:00:00:0a:03:03,00000000000a0303
8_0_4,10.8.0.4,3,00:00:00:08:00:04,0000000000080004
8_4_2,10.8.4.2,3,00:00:00:08:04:02,0000000000080402
10_3_6,10.10.3.6,3,00:00:00:0a:03:06,00000000000a0306
10_3_7,10.10.3.7,3,00:00:00:0a:03:07,00000000000a0307
4_2_9,10.4.2.9,3,00:00:00:04:02:09,0000000000040209
4_2_8,10.4.2.8,3,00:00:00:04:02:08,0000000000040208
4_2_7,10.4.2.7,3,00:00:00:04:02:07,0000000000040207
4_2_6,10.4.2.6,3,00:00:00:04:02:06,0000000000040206
4_2_5,10.4.2.5,3,00:00:00:04:02:05,0000000000040205
4_2_4,10.4.2.4,3,00:00:00:04:02:04,0000000000040204
4_2_3,10.4.2.3,3,00:00:00:04:02:03,0000000000040203
4_2_2,10.4.2.2,3,00:00:00:04:02:02,0000000000040202
8_4_4,10.8.4.4,3,00:00:00:08:04:04,0000000000080404
3_2_8,10.3.2.8,3,00:00:00:03:02:08,0000000000030208
3_2_9,10.3.2.9,3,00:00:00:03:02:09,0000000000030209
8_4_7,10.8.4.7,3,00:00:00:08:04:07,0000000000080407
12_5_3,10.12.5.3,3,00:00:00:0c:05:03,00000000000c0503
15_3_4,10.15.3.4,3,00:00:00:0f:03:04,00000000000f0304
3_2_2,10.3.2.2,3,00:00:00:03:02:02,0000000000030202
3_2_3,10.3.2.3,3,00:00:00:03:02:03,0000000000030203
3_2_4,10.3.2.4,3,00:00:00:03:02:04,0000000000030204
3_2_5,10.3.2.5,3,00:00:00:03:02:05,0000000000030205
3_2_6,10.3.2.6,3,00:00:00:03:02:06,0000000000030206
3_2_7,10.3.2.7,3,00:00:00:03:02:07,0000000000030207
8_4_9,10.8.4.9,3,00:00:00:08:04:09,0000000000080409
3_0_8,10.3.0.8,3,00:00:00:03:00:08,0000000000030008
3_0_9,10.3.0.9,3,00:00:00:03:00:09,0000000000030009
3_0_6,10.3.0.6,3,00:00:00:03:00:06,0000000000030006
3_0_7,10.3.0.7,3,00:00:00:03:00:07,0000000000030007
3_0_4,10.3.0.4,3,00:00:00:03:00:04,0000000000030004
3_0_5,10.3.0.5,3,00:00:00:03:00:05,0000000000030005
3_0_2,10.3.0.2,3,00:00:00:03:00:02,0000000000030002
3_0_3,10.3.0.3,3,00:00:00:03:00:03,0000000000030003
12_5_7,10.12.5.7,3,00:00:00:0c:05:07,00000000000c0507
15_6_2,10.15.6.2,3,00:00:00:0f:06:02,00000000000f0602
3_6_8,10.3.6.8,3,00:00:00:03:06:08,0000000000030608
3_6_9,10.3.6.9,3,00:00:00:03:06:09,0000000000030609
3_6_4,10.3.6.4,3,00:00:00:03:06:04,0000000000030604
3_6_5,10.3.6.5,3,00:00:00:03:06:05,0000000000030605
3_6_6,10.3.6.6,3,00:00:00:03:06:06,0000000000030606
3_6_7,10.3.6.7,3,00:00:00:03:06:07,0000000000030607
3_6_2,10.3.6.2,3,00:00:00:03:06:02,0000000000030602
3_6_3,10.3.6.3,3,00:00:00:03:06:03,0000000000030603
3_4_2,10.3.4.2,3,00:00:00:03:04:02,0000000000030402
3_4_3,10.3.4.3,3,00:00:00:03:04:03,0000000000030403
3_4_6,10.3.4.6,3,00:00:00:03:04:06,0000000000030406
3_4_7,10.3.4.7,3,00:00:00:03:04:07,0000000000030407
3_4_4,10.3.4.4,3,00:00:00:03:04:04,0000000000030404
3_4_5,10.3.4.5,3,00:00:00:03:04:05,0000000000030405
3_4_8,10.3.4.8,3,00:00:00:03:04:08,0000000000030408
3_4_9,10.3.4.9,3,00:00:00:03:04:09,0000000000030409
15_1_3,10.15.1.3,3,00:00:00:0f:01:03,00000000000f0103
12_5_9,10.12.5.9,3,00:00:00:0c:05:09,00000000000c0509
15_1_5,10.15.1.5,3,00:00:00:0f:01:05,00000000000f0105
15_1_4,10.15.1.4,3,00:00:00:0f:01:04,00000000000f0104
15_1_7,10.15.1.7,3,00:00:00:0f:01:07,00000000000f0107
15_1_6,10.15.1.6,3,00:00:00:0f:01:06,00000000000f0106
15_1_9,10.15.1.9,3,00:00:00:0f:01:09,00000000000f0109
15_1_8,10.15.1.8,3,00:00:00:0f:01:08,00000000000f0108
15_1_2,10.15.1.2,3,00:00:00:0f:01:02,00000000000f0102
11_6_5,10.11.6.5,3,00:00:00:0b:06:05,00000000000b0605
13_7_8,10.13.7.8,3,00:00:00:0d:07:08,00000000000d0708
10_4_3,10.10.4.3,3,00:00:00:0a:04:03,00000000000a0403
10_4_2,10.10.4.2,3,00:00:00:0a:04:02,00000000000a0402
10_4_5,10.10.4.5,3,00:00:00:0a:04:05,00000000000a0405
10_4_4,10.10.4.4,3,00:00:00:0a:04:04,00000000000a0404
10_4_7,10.10.4.7,3,00:00:00:0a:04:07,00000000000a0407
10_4_6,10.10.4.6,3,00:00:00:0a:04:06,00000000000a0406
10_4_9,10.10.4.9,3,00:00:00:0a:04:09,00000000000a0409
10_4_8,10.10.4.8,3,00:00:00:0a:04:08,00000000000a0408
13_4_2,10.13.4.2,3,00:00:00:0d:04:02,00000000000d0402
9_3_6,10.9.3.6,3,00:00:00:09:03:06,0000000000090306
0_7_6,10.0.7.6,3,00:00:00:00:07:06,0000000000000706
0_7_7,10.0.7.7,3,00:00:00:00:07:07,0000000000000707
0_7_4,10.0.7.4,3,00:00:00:00:07:04,0000000000000704
0_7_5,10.0.7.5,3,00:00:00:00:07:05,0000000000000705
0_7_2,10.0.7.2,3,00:00:00:00:07:02,0000000000000702
0_7_3,10.0.7.3,3,00:00:00:00:07:03,0000000000000703
15_4_5,10.15.4.5,3,00:00:00:0f:04:05,00000000000f0405
0_7_8,10.0.7.8,3,00:00:00:00:07:08,0000000000000708
0_7_9,10.0.7.9,3,00:00:00:00:07:09,0000000000000709
0_1_4,10.0.1.4,3,00:00:00:00:01:04,0000000000000104
0_1_5,10.0.1.5,3,00:00:00:00:01:05,0000000000000105
0_1_6,10.0.1.6,3,00:00:00:00:01:06,0000000000000106
0_1_7,10.0.1.7,3,00:00:00:00:01:07,0000000000000107
0_1_2,10.0.1.2,3,00:00:00:00:01:02,0000000000000102
0_1_3,10.0.1.3,3,00:00:00:00:01:03,0000000000000103
0_1_8,10.0.1.8,3,00:00:00:00:01:08,0000000000000108
0_1_9,10.0.1.9,3,00:00:00:00:01:09,0000000000000109
12_5_4,10.12.5.4,3,00:00:00:0c:05:04,00000000000c0504
15_4_2,10.15.4.2,3,00:00:00:0f:04:02,00000000000f0402
15_4_3,10.15.4.3,3,00:00:00:0f:04:03,00000000000f0403
12_7_9,10.12.7.9,3,00:00:00:0c:07:09,00000000000c0709
0_3_8,10.0.3.8,3,00:00:00:00:03:08,0000000000000308
0_3_9,10.0.3.9,3,00:00:00:00:03:09,0000000000000309
14_5_5,10.14.5.5,3,00:00:00:0e:05:05,00000000000e0505
0_3_2,10.0.3.2,3,00:00:00:00:03:02,0000000000000302
0_3_3,10.0.3.3,3,00:00:00:00:03:03,0000000000000303
0_3_6,10.0.3.6,3,00:00:00:00:03:06,0000000000000306
0_3_7,10.0.3.7,3,00:00:00:00:03:07,0000000000000307
0_3_4,10.0.3.4,3,00:00:00:00:03:04,0000000000000304
0_3_5,10.0.3.5,3,00:00:00:00:03:05,0000000000000305
12_0_9,10.12.0.9,3,00:00:00:0c:00:09,00000000000c0009
12_0_8,10.12.0.8,3,00:00:00:0c:00:08,00000000000c0008
12_0_7,10.12.0.7,3,00:00:00:0c:00:07,00000000000c0007
12_0_6,10.12.0.6,3,00:00:00:0c:00:06,00000000000c0006
12_0_5,10.12.0.5,3,00:00:00:0c:00:05,00000000000c0005
12_0_4,10.12.0.4,3,00:00:00:0c:00:04,00000000000c0004
12_0_3,10.12.0.3,3,00:00:00:0c:00:03,00000000000c0003
12_0_2,10.12.0.2,3,00:00:00:0c:00:02,00000000000c0002
10_6_7,10.10.6.7,3,00:00:00:0a:06:07,00000000000a0607
12_2_3,10.12.2.3,3,00:00:00:0c:02:03,00000000000c0203
11_1_3,10.11.1.3,3,00:00:00:0b:01:03,00000000000b0103
12_2_5,10.12.2.5,3,00:00:00:0c:02:05,00000000000c0205
12_2_4,10.12.2.4,3,00:00:00:0c:02:04,00000000000c0204
12_2_7,10.12.2.7,3,00:00:00:0c:02:07,00000000000c0207
10_6_6,10.10.6.6,3,00:00:00:0a:06:06,00000000000a0606
12_2_9,10.12.2.9,3,00:00:00:0c:02:09,00000000000c0209
12_2_8,10.12.2.8,3,00:00:00:0c:02:08,00000000000c0208
15_3_6,10.15.3.6,3,00:00:00:0f:03:06,00000000000f0306
8_6_2,10.8.6.2,3,00:00:00:08:06:02,0000000000080602
15_2_6,10.15.2.6,3,00:00:00:0f:02:06,00000000000f0206
15_2_7,10.15.2.7,3,00:00:00:0f:02:07,00000000000f0207
10_6_3,10.10.6.3,3,00:00:00:0a:06:03,00000000000a0603
12_5_5,10.12.5.5,3,00:00:00:0c:05:05,00000000000c0505
13_7_7,10.13.7.7,3,00:00:00:0d:07:07,00000000000d0707
14_4_4,10.14.4.4,3,00:00:00:0e:04:04,00000000000e0404
10_6_2,10.10.6.2,3,00:00:00:0a:06:02,00000000000a0602
